,Name,Lyrics
80,shake it off,"

i stay out too late
got nothing in my brain
that's what people say, mmm-mmm
that's what people say, mmm-mmm

i go on too many dates [chuckle]
but i can't make them stay
at least that's what people say, mmm-mmm
that's what people say, mmm-mmm

but i keep cruising
can't stop, won't stop moving
it's like i got this music
in my mind
saying, ""it's gonna be alright.""

'cause the players gonna play, play, play, play, play
and the haters gonna hate, hate, hate, hate, hate
baby, i'm just gonna shake, shake, shake, shake, shake
i shake it off, i shake it off
heart-breakers gonna break, break, break, break, break
and the fakers gonna fake, fake, fake, fake, fake
baby, i'm just gonna shake, shake, shake, shake, shake
i shake it off, i shake it off

i never miss a beat
i'm lightning on my feet
and that's what they don't see, mmm-mmm
that's what they don't see, mmm-mmm

i'm dancing on my own (dancing on my own)
i make the moves up as i go (moves up as i go)
and that's what they don't know, mmm-mmm
that's what they don't know, mmm-mmm

but i keep cruising
can't stop, won't stop grooving
it's like i got this music
in my mind
saying, ""it's gonna be alright.""

'cause the players gonna play, play, play, play, play
and the haters gonna hate, hate, hate, hate, hate
baby, i'm just gonna shake, shake, shake, shake, shake
i shake it off, i shake it off
heart-breakers gonna break, break, break, break, break
and the fakers gonna fake, fake, fake, fake, fake
baby, i'm just gonna shake, shake, shake, shake, shake
i shake it off, i shake it off

shake it off, i shake it off,
i, i, i shake it off, i shake it off,
i, i, i shake it off, i shake it off,
i, i, i shake it off, i shake it off

hey, hey, hey
just think while you've been getting down and out about the liars and the dirty, dirty cheats of the world,
you could've been getting down to this sick beat.

my ex-man brought his new girlfriend
she's like ""oh, my god!"" but i'm just gonna shake.
and to the fella over there with the hella good hair
won't you come on over, baby? we can shake, shake, shake

yeah ohhh

'cause the players gonna play, play, play, play, play
and the haters gonna hate, hate, hate, hate, hate (haters gonna hate)
i'm just gonna shake, shake, shake, shake, shake
i shake it off, i shake it off
heart-breakers gonna break, break, break, break, break (mmmm)
and the fakers gonna fake, fake, fake, fake, fake (and fake, and fake, and fake)
baby, i'm just gonna shake, shake, shake, shake, shake
i shake it off, i shake it off

shake it off, i shake it off,
i, i, i shake it off, i shake it off,
i, i, i shake it off, i shake it off
i, i, i shake it off, i shake it off

shake it off, i shake it off,
i, i, i shake it off, i shake it off,
i, i, i shake it off, i shake it off,
i, i, i shake it off, i shake it off

shake it off, i shake it off,
i, i, i shake it off, i shake it off (you've got to),
i, i, i shake it off, i shake it off,
i, i, i shake it off, i shake it off
"
81,i wish you would,"

it's 2 am in your car
windows down, you pass my street, the memories start
you say it's in the past, you drive straight ahead
you're thinking that i hate you now
'cause you still don't know what i never said

i wish you would come back,
wish i never hung up the phone like i did.
and i wish you knew that i'll never forget you as long as i live.
and i wish you were right here, right now, it's all good.
i wish you would

it's 2 am in my room.
headlights pass the window pane, i think of you.
we're a crooked love in a straight line down.
makes you wanna run and hide
then it makes you turn right back around

i wish you would come back,
wish i never hung up the phone like i did.
i wish you knew that i'll never forget you as long as i live.
and i wish you were right here, right now, it's all good.
i wish you would

i wish we could go back
and remember what we were fighting for.
and i wish you knew that i miss you too much to be mad anymore
and i wish you were right here, right now, it's all good.
i wish you would

i, i, i, i, i, i wish, i wish
i, i, i, i, i, i wish, i wish
i, i, i, i, i, i wish, i wish.

you always knew how to push my buttons
you give me everything and nothing
this mad mad love makes you come running
to stand back where you stood
i wish you would, i wish you would
i wish you would, i wish you would

i, i, i, i, i, i wish, i wish...

2 am, here we are
see your face, hear my voice in the dark
we're a crooked love in a straight line down
makes you wanna run and hide
but it made us turn right back around

i wish you would come back
wish i never hung up the phone like i did
i wish you knew that i'll never forget you as long as i live.
and i wish you were right here, right now, it's all good.
i wish you would

i wish you would come back,
wish i never hung up the phone like i did.
and i wish you knew that i'll never forget you as long as i live.
and i wish you were right here, right now, it's all good.
i wish you would

i wish we could go back
and remember what we were fighting for.
and i wish you knew that i miss you too much to be mad anymore.
and i wish you were right here, right now, it's all good.
i wish you would

you always knew how to push my buttons
you give me everything and nothing
this mad mad love makes you come running
to stand back where you stood
i wish you would, i wish you would
i wish you would, i wish you would

i, i, i, i, i, i wish, i wish
i, i, i, i, i, i wish, i wish
i, i, i, i, i, i wish, i wish you would
"
82,bad blood,"

'cause, baby, now we got bad blood
you know it used to be mad love
so take a look what you've done
'cause, baby, now we got bad blood
hey
now we got problems
and i don't think we can solve them
you made a really deep cut
and, baby, now we got bad blood
hey

did you have to do this? i was thinking that you could be trusted
did you have to ruin what was shiny? now it's all rusted
did you have to hit me, where i'm weak? baby, i couldn't breathe
and rub it in so deep, salt in the wound like you're laughing right at me

oh, it's so sad to think about the good times, you and i

'cause, baby, now we got bad blood
you know it used to be mad love
so take a look what you've done
'cause, baby, now we got bad blood
hey
now we got problems
and i don't think we can solve them
you made a really deep cut
and, baby, now we got bad blood
hey

did you think we'd be fine? still got scars on my back from your knife
so don't think it's in the past, these kinda wounds they last and they last.
now did you think it all through? all these things will catch up to you
and time can heal but this won't, so if you're coming my way, just don't

oh, it's so sad to think about the good times, you and i

'cause, baby, now we got bad blood
you know it used to be mad love
so take a look what you've done
'cause, baby, now we got bad blood
hey
now we got problems
and i don't think we can solve them
you made a really deep cut
and, baby, now we got bad blood
hey

band-aids don't fix bullet holes
you say sorry just for show
if you live like that, you live with ghosts (ghosts)
band-aids don't fix bullet holes (hey)
you say sorry just for show (hey)
if you live like that, you live with ghosts (hey)
mhmmm
if you love like that blood runs cold

'cause, baby, now we got bad blood
you know it used to be mad love (mad love)
so take a look what you've done
'cause, baby, now we got bad blood
hey
now we got problems
and i don't think we can solve them (think we can solve them)
you made a really deep cut
and, baby, now we got bad blood
(hey)

'cause, baby, now we got bad blood
you know it used to be mad love
so take a look what you've done (look what you've done)
'cause, baby, now we got bad blood
hey
now we got problems
and i don't think we can solve them
you made a really deep cut
and, baby, now we got bad blood
hey
"
83,wildest dreams,"

he said, ""let's get out of this town
drive out of the city, away from the crowds""
i thought heaven can't help me now
nothing lasts forever, but this is gonna take me down

he's so tall and handsome as hell
he's so bad but he does it so well
i can see the end as it begins
my one condition is

say you'll remember me
standing in a nice dress
staring at the sunset, babe
red lips and rosy cheeks
say you'll see me again
even if it's just in your
wildest dreams, ah-ha oh
wildest dreams, ah-ha oh

i said, ""no one has to know what we do""
his hands are in my hair, his clothes are in my room
and his voice is a familiar sound
nothing lasts forever but this is getting good now

he's so tall and handsome as hell
he's so bad but he does it so well
and when we've had our very last kiss
my last request is

say you'll remember me
standing in a nice dress
staring at the sunset, babe
red lips and rosy cheeks
say you'll see me again
even if it's just in your
wildest dreams, ah-ha oh
wildest dreams, ah-ha oh

you see me in hindsight
tangled up with you all night
burning it down
someday when you leave me
i bet these memories
follow you around

you'll see me in hindsight
tangled up with you all night
burning it down
someday when you leave me
i bet these memories
follow you around

say you'll remember me
standing in a nice dress
staring at the sunset, babe
red lips and rosy cheeks
say you'll see me again
even if it's just pretend

say you'll remember me
standing in a nice dress
staring at the sunset, babe
red lips and rosy cheeks
say you'll see me again
even if it's just in your (just pretend, just pretend)
wildest dreams, ah-ha oh
in your wildest dreams, ah-ha oh
(even if it's just in your wildest dreams) ah-ha
in your wildest dreams, ah-ha
"
84,how you get the girl,"

oh oh oh.
oh-oh.

stand there like a ghost shaking from the rain (rain).
she'll open up the door and say, ""are you insane ('ane)?""
say it's been a long 6 months
and you were too afraid to tell her what you want (want)

and that's how it works.
that's how you get the girl.
and then you say,

""i want you for worse or for better,
i would wait forever and ever,
broke your heart, i'll put it back together.
i would wait forever and ever.""

and that's how it works
it's how you get the girl, girl...
oh.

and that's how it works
it's how you get the girl, girl...

remind her how it used to be, be (yeah, yeah)
with pictures in frames of kisses on cheeks (cheeks)
tell her how you must have lost your mind. (uh-uh)
when you left her all alone, and never told her why (why).

and that's how it works.
that's how you lost the girl.
and now you say,

""i want you for worse or for better,
i would wait forever and ever (ever and ever),
broke your heart, i'll put it back together (together).
i would wait forever and ever (ever and ever).""

and that's how it works
it's how you get the girl, girl...
oh.

and that's how it works
it's how you get the girl, girl... (yeah, yeah)

and you could know (oh-oh oh oh)
that i don't want you to go oh-oh..

remind me how it used to be.
pictures in frames of kisses on cheeks.
and say you want me.
yeah...

and then you say,

""i want you for worse or for better (for worse or for better),
i would wait forever and ever,
broke your heart, i'll put it back together.
i want you forever and ever.""

[4x]
and that's how it works
it's how you get the girl, girl.
oh.

that's how it works.
that's how you got the girl.
"
85,this love,"

clear blue water, high tide came and brought you in
and i could go on and on, on and on, and i will
skies grew darker, currents swept you out again
and you were just gone and gone, gone and gone

in silent screams,
in wildest dreams
i never dreamed of this

this love is good, this love is bad
this love is alive back from the dead
these hands had to let it go free
and this love came back to me

tossing, turning, struggled through the night with someone new
and i could go on and on, on and on
lantern burning, flickered in my mind for only you
but you're still gone, gone, gone

been losing grip,
on sinking ships
you showed up just in time

this love is good, this love is bad
this love is alive back from the dead
these hands had to let it go free
and this love came back to me

this love left a permanent mark
this love is glowing in the dark
these hands had to let it go free
and this love came back to me

this love, this love, this love, this love... [4x]

your kiss, my cheek, i watched you leave
your smile, my ghost, i fell to my knees
when you're young you just run
but you come back to what you need

this love is good, this love is bad
this love is alive back from the dead
these hands had to let it go free
and this love came back to me

this love... [in background 'til the end]

this love left a permanent mark
this love is glowing in the dark
these hands had to let it go free
and this love came back to me

this love, this love, this love, this love... [4x]

this love came back to me
"
86,i know places,"

(i, i, i, i i, i, i, i i, i, i, i, i, i, i, i)

you stand with your hand on my waistline
it's a scene and we're out here in plain sight
i can hear them whisper as we pass by
it's a bad sign, bad sign
something happens when everybody finds out
see the vultures circling dark clouds
love's a fragile little flame, it could burn out
it could burn out

cause they got the cages, they got the boxes
and guns
they are the hunters, we are the foxes
and we run

baby, i know places we won't be found
and they'll be chasing their tails tryin' to track us down
cause i, i know places we can hide
i know places, i know places

lights flash and we'll run for the fences
let them say what they want, we won't hear it
loose lips sink ships all the damn time
not this time

just grab my hand and don't ever drop it
my love
they are the hunters, we are the foxes
and we run

baby, i know places we won't be found
and they'll be chasing their tails tryin' to track us down
cause i, i know places we can hide
i know places

they are the hunters, we are the foxes
and we run
just grab my hand and don't ever drop it
my love

baby, i know places we won't be found
and they'll be chasing their tails tryin' to track us down
cause i, i know places we can hide
i know places

they take their shots, but we're bulletproof
i know places
and you know for me, it's always you
i know places
in the dead of night, your eyes so green
i know places
and i know for you, it's always me
i know places

(i, i, i, i i, i, i, i i, i, i, i, i, i, i, i)
"
87,clean,"

the drought was the very worst
when the flowers that we'd grown together died of thirst
it was months and months of back and forth
you're still all over me like a wine-stained dress i can't wear anymore

hung my head as i lost the war
and the sky turned black like a perfect storm

rain came pouring down when i was drowning
that's when i could finally breathe
and by morning gone was any trace of you,
i think i am finally clean

there was nothing left to do
when the butterflies turned to dust that covered my whole room
so i punched a hole in the roof
let the flood carry away all my pictures of you

the water filled my lungs
i screamed so loud but no one heard a thing

rain came pouring down when i was drowning
that's when i could finally breathe
and by morning gone was any trace of you,
i think i am finally clean
i think i am finally clean
said i think i am finally clean

10 months sober, i must admit
just because you're clean don't mean you don't miss it
10 months older, i won't give in
now that i'm clean i'm never gonna risk it

the drought was the very worst
when the flowers that we'd grown together died of thirst

rain came pouring down when i was drowning
that's when i could finally breathe
and by morning gone was any trace of you,
i think i am finally clean

rain came pouring down when i was drowning
that's when i could finally breathe
and by morning gone was any trace of you
i think i am finally clean
finally clean
think i'm finally clean
think i'm finally clean
"
88,wonderland,"

flashing lights and we
took a wrong turn and we
fell down a rabbit hole.

you held on tight to me
'cause nothing's as it seems
i'm spinning out of control.

didn't they tell us don't rush into things?
didn't you flash your green eyes at me?
haven't you heard what becomes of curious minds?

oh

didn't it all seem new and exciting?
i felt your arms twisting around me
i should have slept with one eye open at night.

we found wonderland
you and i got lost in it
and we pretended it could last forever
eh
we found wonderland
you and i got lost in it
and life was never worse but never better
eh eh

eh [5x]
in wonderland
eh [5x]
in wonderland
eh [5x]
in wonderland
eh [5x]
in wonderland

so we went on our way
too in love to think straight
all alone or so it seemed.

but there were strangers watching
and whispers turned to talking
and talking turned to screams.

oh

didn't they tell us don't rush into things?
didn't you flash your green eyes at me?
didn't you calm my fears with a cheshire cat smile?

oh

didn't it all seem new and exciting?
i felt your arms twisting around me
it's all fun and games 'til somebody loses their mind.

but darling, we found wonderland
you and i got lost in it
and we pretended it could last forever
eh
we found wonderland
you and i got lost in it
and life was never worse but never better
eh eh

eh [5x]
in wonderland
eh [5x]
in wonderland
eh [5x]
in wonderland
eh [5x]
in wonderland

i reached for you but you were gone
i knew i had to go back home
you search the world for something else to make you feel like what we had
and in the end in wonderland we both went mad.

oh

we found wonderland
you and i got lost in it
and we pretended it could last forever (last forever)
eh eh
we found wonderland
you and i got lost in it (got lost in it)
and life was never worse but never better (never better)
eh eh

we found wonderland
you and i got lost in it (wonderland)
and we pretended it could last forever (in wonderland)

we found wonderland
you and i got lost in it (wonderland)
and life was never worse but never better
in wonderland
"
89,you are in love,"

one look, dark room
meant just for you
time moved too fast
you play it back
buttons on a coat
lighthearted joke
no proof, not much
but you saw enough
small talk, he drives
coffee at midnight
the light reflects
the chain on your neck
he says, ""look up.""
and your shoulders brush
no proof, one touch
but you felt enough

you can hear it in the silence, silence
you can feel it on the way home, way home
you could see it with the lights out, lights out
you are in love, true love
you are in love

morning, his place
burnt toast, sunday
you keep his shirt
he keeps his word
and for once you let go
of your fears and your ghosts
one step, not much
but it said enough
you kiss on sidewalks
you fight then you talk
one night he wakes
strange look on his face
pauses, then says.
""you're my best friend.""
and you knew what it was
he is in love

you can hear it in the silence, silence
you can feel it on the way home, way home
you could see it with the lights out, lights out
you are in love, true love

and so it goes
you two are dancing in a snow globe 'round and 'round
and he keeps a picture of you in his office downtown
and you understand now why they lost their minds and fought the wars
and why i spent my whole life trying to put it into words

'cause you can hear it in the silence
you can feel it on the way home
you could see it with the lights out
you are in love, true love
you're in love

you can hear it in the silence, silence
you can feel it on the way home, way home
you could see it with the lights out, lights out
you are in love, true love
you're in love

you can hear it in the silence, silence
you can feel it on the way home, way home
you can see it with the lights out, lights out
you are in love, true love
you're in love
"
90,new romantics,"

[music video version:]
""the fans are the best part of this tour
they are the reason the shows are incredible
and i know those fans out there, are just all in""

we're all bored, we're all so tired of everything
we wait for trains that just aren't coming
we show off our different scarlet letters
trust me, mine is better

we're so young but we're on the road to ruin
we play dumb but we know exactly what we're doing
we cry tears of mascara in the bathroom
honey, life is just a classroom

'cause, baby, i could build a castle
out of all the bricks they threw at me
and every day is like a battle
but every night with us is like a dream

baby, we're the new romantics
come on, come along with me
heart break is the national anthem
we sing it proudly
we are too busy dancing
to get knocked off our feet
baby, we're the new romantics
the best people in life are free

we're all here, the lights and noise are blinding
we hang back, it's all in the timing
it's poker, he can't see it in my face
but i'm about to play my ace

we need love, but all we want is danger
we team up then switch sides like a record changer
the rumors are terrible and cruel
but, honey, most of them are true

'cause, baby, i could build a castle
out of all the bricks they threw at me
and every day is like a battle
but every night with us is like a dream

baby, we're the new romantics
come on, come along with me
heart break is the national anthem
we sing it proudly
we are too busy dancing
to get knocked off our feet
baby, we're the new romantics
the best people in life are free

so come on, come along with me
the best people in life are free

please take my hand and
please take me dancing and
please leave me stranded
it's so romantic

[music video version:]
""i don't want to forget anything that happened on this tour
it was one of those remarkable moments in time when everything felt exciting""

'cause, baby, i could build a castle
out of all the bricks they threw at me
and every day is like a battle
but every night with us is like a dream

'cause, baby, i could build a castle
out of all the bricks they threw at me
and every day is like a battle
but every night with us is like a dream

baby, we're the new romantics
come on, come along with me
heart break is the national anthem
we sing it proudly
we are too busy dancing
to get knocked off our feet
baby, we're the new romantics
the best people in life are free

[music video version:]
""looking out into like an endless ocean of crowd
that was everything
we're all really sad that it is ending
but we're all really happy because of what it was""
"
91,...ready for it?,"

knew he was a killer
first time that i saw him
wonder how many girls he had loved and left haunted
but if he's a ghost then i can be a phantom
holdin' him for ransom
some, some boys are tryin' too hard
he don't try at all though
younger than my exes but he act like such a man, so
i see nothing better, i keep him forever
like a vendetta-ta

i-i-i see how this is gonna go
touch me, and you'll never be alone
i-island breeze and lights down low
no one has to know

in the middle of the night, in my dreams
you should see the things we do, baby
in the middle of the night, in my dreams
i know i'm gonna be with you
so i take my time
(are you ready for it?)

knew i was a robber
first time that he saw me
stealing hearts and running off and never saying sorry
but if i'm a thief then
he can join the heist
and we'll move to an island-and
and he can be my jailer
burton to this taylor
every love i've known in comparison is a failure
i forget their names now
i'm so very tame now
never be the same now, now

i-i-i see how this is gonna go
touch me and you'll never be alone
i-island breeze and lights down low
no one has to know
(no one has to know)

in the middle of the night, in my dreams
you should see the things we do, baby
in the middle of the night in my dreams
i know i'm gonna be with you
so i take my time
(are you ready for it?)
(ooh, are you ready for it?)

baby, let the games begin
let the games begin
let the games begin
baby, let the games begin
let the games begin
let the games begin

i-i-i see how this is gonna go
touch me and you'll never be alone
i-island breeze and lights down low
no one has to know

in the middle of the night, in my dreams
you should see the things we do, baby
in the middle of the night, in my dreams
i know i'm gonna be with you
so i take my time
in the middle of the night

baby, let the games begin
let the games begin
let the games begin
(are you ready for it?)
baby, let the games begin
let the games begin
let the games begin
(are you ready for it?)
"
92,end game,"

[taylor swift & future:]
i wanna be your end game
i wanna be your first string
i wanna be your a-team
i wanna be your end game, end game

big reputation, big reputation
ooh, you and me, we got big reputations
ah, and you heard about me
ooh, i got some big enemies (yeah)
big reputation, big reputation
ooh, you and me would be a big conversation
ah, and i heard about you (yeah)
ooh, you like the bad ones, too

[future:]
you so dope, don't overdose
i'm so stoked, i need a toast
we do the most, i'm in the ghost like i'm whippin' a boat
i got a reputation, girl, that don't precede me (yeah)
i'm one call away whenever you need me (yeah)
i'm in a g5 (yeah), come to the a-side (yeah)
i got a bad boy persona, that's what they like (what they like)
you love it, i love it, too, 'cause you my type (you my type)
you hold me down and i protect you with my life

[taylor swift & future:]
i don't wanna touch you, i don't wanna be
just another ex-love you don't wanna see
i don't wanna miss you (i don't wanna miss you)
like the other girls do
i don't wanna hurt you, i just wanna be
drinking on a beach with you all over me
i know what they all say (i know what they all say)
but i ain't tryna play

[taylor swift:]
i wanna be your end game (end game)
i wanna be your first string (first string)
i wanna be your a-team (a-team)
i wanna be your end game, end game

[ed sheeran:]
knew her when i was young
reconnected when we were little bit older, both sprung
i got issues and chips on both of my shoulders
reputation precedes me; in rumors i’m knee-deep
the truth is it's easier to ignore it, believe me
even when we'd argue, we'd not do it for long
and you understand the good and bad end up in a song
for all your beautiful traits and the way you do it with ease
for all my flaws, paranoia and insecurities
i've made mistakes and made some choices, that's hard to deny
after the storm, something was born on the 4th of july
i've passed days without fun, this end game is the one
with four words on the tip of my tongue, i'll never say it

[taylor swift:]
i don't wanna touch you, i don't wanna be
just another ex-love you don't wanna see
i don't wanna miss you (i don't wanna miss you)
like the other girls do
i don't wanna hurt you, i just wanna be
drinking on a beach with you all over me
i know what they all say, yeah, but i ain't tryna play

[taylor swift:]
i wanna be your end game (end game)
i wanna be your first string (wanna be your first string)
i wanna be your a-team (a-team)
i wanna be your end game, end game

[taylor swift & future:]
big reputation, big reputation
ooh, you and me, we got big reputations
ah, and you heard about me
oh, i got some big enemies
hey, big reputation, big reputation
ooh, you and me would be a big conversation
ah, and i heard about you
ooh, you like the bad ones, too

[taylor swift:]
i hit you like bang
we tried to forget it, but we just couldn't
and i bury hatchets, but i keep maps of where i put 'em
reputation precedes me, they told you i'm crazy
i swear i don't love the drama, it loves me
and i can't let you go, your hand prints on my soul
it's like your eyes are liquor, it's like your body is gold
you've been calling my bluff on all my usual tricks
so here's the truth from my red lips

[taylor swift, future & ed sheeran:]
i wanna be your end game (end game)
i wanna be your first string (me and you)
i wanna be your a-team (be your a-team now)
i wanna be your end game, end game
i wanna be your end game (oh, i do)
i wanna be your first string (first string)
i wanna be your a-team (a-team)
i wanna be your end game, end game
"
93,i did something bad,"

i never trust a narcissist, but they love me
so i play 'em like a violin
and i make it look—oh—so easy

'cause for every lie i tell them, they tell me three
this is how the world works
now all he thinks about is me

i can feel the flames on my skin
crimson-red paint on my lips
if a man talks shit
then i owe him nothing
i don't regret it one bit
'cause he had it coming

they say i did something bad
then why's it feel so good?
they say i did something bad
but why's it feel so good?
most fun i ever had
and i'd do it over and over and over again if i could
it just felt so good, good

i never trust a playboy, but they love me
so i fly 'em all around the world
and i let them think they saved me

they never see it comin', what i do next
this is how the world works
you gotta leave before you get left

i can feel the flames on my skin
he says, ""don't throw away a good thing.""
but if he drops my name
then i owe him nothin'
and if he spends my change
then he had it comin'

they say i did something bad
then why's it feel so good?
they say i did something bad
but why's it feel so good?
most fun i ever had
and i'd do it over and over and over again if i could
it just felt so good, good

it just felt so good

they're burning all the witches, even if you aren't one
they got their pitchforks and proof, their receipts and reasons

they're burning all the witches, even if you aren't one
so light me up (light me up), light me up (light me up)
light me up, go ahead and light me up (light me up)

light me up (light me up), light me up (light me up)
light me up (light me up), light me up

they say i did something bad (oh)
then why's it feel so good? (so good)
they say i did something bad
but why's it feel so good?
most fun i ever had (most fun i ever had)
and i'd do it over and over and over again if i could
it just felt so good (good), good

oh, you say i did something bad
(you say i did something bad?)
why's it feel so good, good?
so bad, why's it feel so good?
why's it feel, why's it feel so good? (bad)
it just felt so good, good
"
94,don't blame me,"

don't blame me.
love made me crazy.
if it doesn't, you ain't doing it right.
lord, save me.
my drug is my baby
i'll be using for the rest of my life.

i've been breaking hearts a long time
and toying with them older guys.
just playthings for me to use.
something happened for the first time
in the darkest little paradise.
shaking, pacing, i just need you.

for you,
i would cross the line,
i would waste my time,
i would lose my mind.
they say, ""she's gone too far this time.""

don't blame me.
love made me crazy.
if it doesn't, you ain't doing it right.
lord, save me.
my drug is my baby
i'll be using for the rest of my life.

don't blame me.
love made me crazy.
if it doesn't, you ain't doing it right.
oh, lord, save me.
my drug is my baby
i'll be using for the rest of my life.

my name is whatever you decide,
and i'm just gonna call you mine.
i'm insane, but i'm your baby (your baby).
echoes (echoes) of your name inside my mind.
halo, hiding my obsession.
i once was poison ivy, but now i'm your daisy.

and, baby, for you,
i would fall from grace
just to touch your face.
if you walk away,
i'd beg you on my knees to stay.

don't blame me.
love made me crazy.
if it doesn't, you ain't doing it right.
lord, save me.
my drug is my baby
i'll be using for the rest of my life.

don't blame me.
love made me crazy.
if it doesn't, you ain't doing it right.
oh, lord, save me.
my drug is my baby.
i'll be using for the rest of my life.

i get so high, oh,
every time you're—every time you're loving me
you're loving me.
trip of my life, oh,
every time you're—every time you're touching me.
you're touching me.

every time you're—every time you're loving me.

oh, lord, save me.
my drug is my baby
i'll be using for the rest of my life.
(using for the rest of my life. oh!)

don't blame me.
love made me crazy.
if it doesn't, you ain't doing it right (doing it right, no).
lord, save me.
my drug is my baby
i'll be using for the rest of my life.

don't blame me.
love made me crazy.
if it doesn't, you ain't doing it right (you ain't doing it...).
oh, lord, save me.
my drug is my baby
i'll be using for the rest of my life (i'll be using, i'll be using).

i get so high, oh,
every time you're—every time you're loving me.
you're loving me.
oh, lord, save me.
my drug is my baby
i'll be using for the rest of my life.
"
95,delicate,"

this ain't for the best
my reputation's never been worse, so
you must like me for me...
we can't make
any promises now, can we, babe?
but you can make me a drink...

dive bar on the east side, where you at?
phone lights up my nightstand in the black
come here, you can meet me in the back
dark jeans and your nikes, look at you
oh damn, never seen that color blue
just think of the fun things we could do

'cause i like you
this ain't for the best
my reputation's never been worse, so
you must like me for me...
yeah, i want you
we can't make
any promises now, can we, babe?
but you can make me a drink...

is it cool that i said all that?
is it chill that you're in my head?
'cause i know that it's delicate (delicate)
is it cool that i said all that
is it too soon to do this yet?
'cause i know that it's delicate
isn't it? isn't it? isn't it?
isn't it?
isn't it? isn't it? isn't it?
isn't it?
delicate

third floor on the west side, me and you
handsome, you're a mansion with a view
do the girls back home touch you like i do?
long night, with your hands up in my hair
echoes of your footsteps on the stairs
stay here, honey, i don't wanna share

'cause i like you
this ain't for the best
my reputation's never been worse, so
you must like me for me
yeah, i want you
we can't make
any promises now, can we, babe?
but you can make me a drink

is it cool that i said all that?
is it chill that you're in my head?
'cause i know that it's delicate (delicate)
is it cool that i said all that
is it too soon to do this yet?
'cause i know that it's delicate
isn't it? isn't it? isn't it?
isn't it?
isn't it? isn't it? isn't it?
isn't it?
delicate

sometimes i wonder when you sleep
are you ever dreaming of me?
sometimes when i look into your eyes
i pretend you're mine, all the damn time
'cause i like you

is it cool that i said all that?
is it chill that you're in my head?
'cause i know that it's delicate (delicate)
yeah, i want you
is it cool that i said all that
is it too soon to do this yet?
'cause i know that it's delicate (delicate)
'cause i like you
is it cool that i said all that?
(isn't it?)
is it chill that you're in my head?
(isn't it? isn't it?)
'cause i know that it's delicate
(isn't it?)
(delicate)
yeah, i want you
is it cool that i said all that
(isn't it?)
is it too soon to do this yet?
(isn't it? isn't it?)
'cause i know that it's delicate
(isn't it?)
delicate
"
96,look what you made me do,"

i don't like your little games
don't like your tilted stage
the role you made me play
of the fool, no, i don't like you
i don't like your perfect crime
how you laugh when you lie
you said the gun was mine
isn't cool, no, i don't like you (oh!)

but i got smarter, i got harder in the nick of time
honey, i rose up from the dead, i do it all the time
i've got a list of names and yours is in red, underlined
i check it once, then i check it twice, oh!

ooh, look what you made me do
look what you made me do
look what you just made me do
look what you just made me
ooh, look what you made me do
look what you made me do
look what you just made me do
look what you just made me do

i don't like your kingdom keys
they once belonged to me
you asked me for a place to sleep
locked me out and threw a feast (what?)
the world moves on, another day, another drama, drama
but not for me, not for me, all i think about is karma
and then the world moves on, but one thing's for sure
maybe i got mine, but you'll all get yours

but i got smarter, i got harder in the nick of time
honey, i rose up from the dead, i do it all the time
i've got a list of names and yours is in red, underlined
i check it once, then i check it twice, oh!

ooh, look what you made me do
look what you made me do
look what you just made me do
look what you just made me
ooh, look what you made me do
look what you made me do
look what you just made me do
look what you just made me do

i don't trust nobody and nobody trusts me
i'll be the actress starring in your bad dreams
i don't trust nobody and nobody trusts me
i'll be the actress starring in your bad dreams
i don't trust nobody and nobody trusts me
i'll be the actress starring in your bad dreams
i don't trust nobody and nobody trusts me
i'll be the actress starring in your bad dreams

(ooh, look what you made me do)
(look what you made me do)
(look what you just made me do)
""i'm sorry, the old taylor can't come to the phone right now.""
(look what you just made me do)
(look what you made me do)
(look what you made me do)
""why?""
(look what you just made me do)
""oh, 'cause she's dead!"" (oh!)

ooh, look what you made me do
look what you made me do
look what you just made me do
look what you just made me
ooh, look what you made me do
look what you made me do
look what you just made me do
look what you just made me do

ooh, look what you made me do
look what you made me do
look what you just made me do
look what you just made me
ooh, look what you made me do
look what you made me do
look what you just made me do
look what you just made me do
"
